Ottimo prodotto con buone rifiniture,5
"Poltrona davvero comodissima, funzione dondolo e anche esteticamente molto bella, unico neo il montaggio dello schienale è stato un impresa ci vogliono 2 persone bisogna centrare bene le viti negli ingressi e nn è semplice anche perchè sono molto corte.. Cmq vale ogni euro speso.",5
Sono rimasto soddisfatto di tutto soprattutto della semplicità del montaggio. La qualità è ottima e di una comodità inaudita. Consiglio a tutti d'acquistarla. L'unica pecca e spero che qualcuno mi risponda e che nel momento in cui mi siedo e mi appoggio le spalle allo schienale la spalliera si declina di qualche cm verso l'indietro medesima cosa in avanti ma parliamo di un piccolo movimento forse dovuto dal Perno centrale secondo voi è normale ? Ho controllato le viti e sono tutte attaccate con estrema è dovuta forza.,4
"Ottima sedia per ufficio o studio, originale nel design e pratica per l'uso",5
"Oramai è passato più da un anno dall'acquisto di questa poltrona e mi sento di consigliarla, molto comoda e bella da vedere. Unica pecca lo schienale potrebbe risultare basso per chi è relativamente alto di statura.",5
"La sedia corrisponde alla descrizione, è fatta interamente in materiale plastico e quindi resta un'incognita la durata nel tempo, seduta abbastanza confortevole, rapporto qualità prezzo adeguato",4
"La sedia è molto comoda, morbida e ben rifinita. Punto favorevole, l'altezza che è possibile raggiungere, ottima per i tavoli alti. Unica pecca l'ingombro, sicuramente non adatta per spazi ristretti. Un altro punto migliorabile, i braccioli alti che non consentono di avvicinarsi completamente al piano di scrittura.",4
"Ha sostituito la mia trentennale poltrona ( ormai malandata) in modo degno. Comoda, resistente,Ho avuto solo una piccola difficoltà nel sistemare una sola vite, ma risolto tutto nel giro di 3-4 minuti",5
molto comoda - unica pecca che bisognerebbe montate un freno per le ruote che forse sono eccessivamente scorrevoli!!! - anche un po' ingombrante nelle dimensioni. Nell'insieme molto comoda e facile da montate (nessun difetto riscontrato),4
"comodissima, solida, di buona fattura, rivestimento molto forte, non fa sudare, si monta da sola molto facile e veloce ha dentro ruote di scorta, io la uso su parquet  e non lo rovina, è gia un anno che la uso e ci rotolo sopra a questo prezzo non c'è di meglio unico meno il rivestimento è molto ""plastico"" ma di certo a 90 euro non pretendo pelle extra morbida, quindi COMPRATELA CHE è il TOOOOP ",5
"Ho ordinato la poltrona sabato e oggi (martedì) è già arrivata, calcolando che abito in un paese fuori dal mondo la spedizione è stata veramente veloce ed efficiente. La poltrona è abbastanza facile da montare, in due per farlo è l'ideale. La fattura sembra buona e resistente;  la sedia è comoda ed ergonomica, sostiene bene il corpo. Ideale per chi passa come me tante ore davanti al computer, consigliata!! ",5
ok prodotto di qualità,4
E' bella robusta e molto comoda. Lo schienale è reclinabile e le rotelle scorrono benissimo. Ad ora mi sembra un buon prodotto che consiglierei anche ad altri eventuali dubbiosi possibili acquirenti. Carino anche il fatto delle rotelle e dei bulloni di scorta. Confezione robusta e consegna impeccabile.,4
"Bellissima, comodissima , elegantissima. Fatta molto bene sono contento di aver fatto questo acquisto. Consiglio a tutti questo prodotto. Grazie",5
"Prodotto made in prc che vale i soldi che costa. Estetica buona, comodità sufficiente, molto facile da montare grazie al manuale chiaro. Visti i matetiali temo non durerà molto. C'e molto di meglio sul mercato ma non a questo prezzo. Soddisfatto.",3
"Molto bella e Comoda, la seduta è molto ampia, braccioli comodi e rifiniture molto belle,, per quanto riguarda il montaggio, non o aperto neanche il manuale.",5
Molto belle ma le cuciture sonnfatte a modo loro e poi prendono facilmente forma,4
"Sedia comodissima e ben fatta,anche dopo ore ed ore in cui resto seduto per studiare la sedia rimane davvero comoda .soddisfstissimo",5
"Prodotto arrivato puntulmente (al solito),ottima per chi lavora molte ore alla scrivania, facile da montare composta da materiali buoni a mia avviso. Qualità prezzo top la consiglio.",5
"Facile montaggio, ci sono anche due rotelle di scorta. Ottimo rapporto qualità prezzo, solo che bisogna essere alti non più di 1,70 perche altrimenti dove dovrebbe poggiare la testa poggiano in realtà le spalle, come nel mio caso che sono alto 1,75, creando così il vuoto nella parte lombare che non aderisce perciò allo schienale. Me la tengo comunque, ma non ne comprerei un'altra. Dovrò adottare il sistema ""cuscinetto"" dietro la schiena, peccato",3
"Montata in 5 minuti, qualità prezzo ottima, la consiglio a tutti quelli alti meno di 175cm, lo schienale è reclinabile...",5
arrivata a tempo di record ha le carattere descritte solo che non si reclina come  faceva sembrare nelle immagini ma forse abbiamo capito male noi ,4
"Imballo perfetto e istruzioni in italiano. Ogni pezzo ben confezionato all'interno dello scatolone. Unica pecca, la base delle ruote, se pur ben protetto, aveva l'estremita graffiate di tutte e 5 le punte. Per il resto, nulla da dire. Alla seduta risulta molto comoda e puoi regolare pure il basculante creando piu o meno tensione. Ottima. ",5
Ottima qualità molto resistente..montata in cinque minuti,5
"Sedia da ufficio comoda e molto economica, il montaggio è stato veloce e non complicato, a questo prezzo un vero affare",5
"Sedia molto comoda la consiglio :), tempi di consegna rispettatu perfettamente. É stato un po difficile montarlo non essendo presentr il manuale distruzione",4
"La sedia è robusta, comoda, confortevole. Il montaggio è semplicissimo. L'unica pecca è che dopo 6 mesi di utilizzo i braccioli si sono completamente deformati, appiattendosi e non ripristinano più la loro forma originaria. Diciamo che sugli avambracci il comfort non è richiesto, però sicuramente antiestetico.",4
La sedia è arrivata perfettamente imballata ma uno dei poggiapiedi era leggermente rotto come da foto. Non ho voglia e tempo di reimballare tutto e rispedire. È possibile avere solo la parte rotta? Sul sito non trovo nulla. La sedia è molto comoda ma la qualità costruttiva non sembra adeguata al prezzo.,3
"Un po' ingombrante ma prodotto valido e molto resistente, seduta comoda.montaggio un po' laborioso.materiale plastico di discreta qualità.comunque il prezzo vale il prodotto.ok",4
"L'abbiamo presa intanto per casa, da usare davanti alla Play, poi forse la ordinerò anche per l'ufficio. Io non ci sono stata seduta molto, quindi non so come sia dopo ore di seduta, ma la trovo co-mo-dis-si-ma e morbida. Si alza fino all'altezza desiderata, i braccioli non mi sembrano mobili ma sono comunque comodi. Nessuna difficoltà nel montaggio, da quello che ho visto. La consegna è stata veloce come al solito e senza problemi. Se proprio devo trovare un difettuccio, secondo me di base lo schienale è un po' inclinato, quindi devo provarla meglio per decidere se ordinarla per l'ufficio. In ogni caso la consiglio. ",5
"La maggior parte delle sedie poltrone per ufficio hanno lo schienale collegato al sedile in modo precario, per chi si adagia completamente mette a dura prova i punti di forza, alcune non durano che pochissimo tempo, questa invece fa si che i poggiagomiti in metallo con 4 viti fungano come quadruplo punto di forza per questo motivo il peso eventuale puntato sullo schienale si distribuisce sul sedile in modo uniforme senza rischiare si ""sgranare"" le filettature delle viti e il truciolare del sedile. Veramente Robusta quindi. ",5
"sinceramente penso che per questo prezzo sia un ottimo compromesso per avere una poltrona comoda, spendendo veramente poco. Io mi sono trovato benissimo non do 5 stelle perchè dopo qualche mese uno dei pezzi che serviva per coprire una ""vite"" che serve per assemblare il tutto si è staccato numerose volte. E l'imbottitura del bracciolo sinistro si è un pochino appiattita, ma per il resto ottimo prodotto molto comodo.",4
Poltrona comoda ed elegante. Si alza e si abbassa e si piega all'indietro. Completa di tutti gli accessori per il montaggio e qualche pezzo di ricambio. Spedizione rapida ed affidabile. Sono contento.,5
Cercavo una sedia bella e resistente sopratutto e devo dire che questa fa egregiamente il suo dovere. Si può usare anche senza installare le rotelle. Molto comoda. Consigliata,5
"La sedia e comodissima. Però devo fare un appunto sul modo di consegna. Se la consegna viene fatta in anticipo di 2 giorni e al di fuori dell'ora che è presente il portiere dal corriere, ed il pacco e grande come quello in questione,non è giusto che venga lasciato in deposito ed il cliente debba provvedere al ritiro con i mezzi propri!! Anche perché ci sono persone che probabilmente non hanno la macchina per il trasporto!!!e questo diventa complicato! Posso accettare se il pacco è di dimensioni trasportabili a mano .",5
"sadia per ufficio di ottima fattura co due ruote in piu per il ricambio in caso di rottura , la spedizione e arrivata nei giorni stabiliti, il prodotto ha una comodita eccellente  la consiglio a chi soffre  di schiena perche comoda",5
"La sedia è molto bella, trovo che la seduta sia troppo lunga  e la schiena non appoggia bene.",5
"ricevuta in un paio di giorni, facilissima da montare nonostante non ci siano le istruzioni, e super comoda, la consiglio a tutti!",5
"Ottimo prodotto per questa tipologia, materiale e rifiniture eccellenti, comoda e robusta,  regolabile in altezza e con schienale inclinabile con regolazione dello sforzo, difficile trovare di meglio a questo prezzo",5
"Nelle foto si può vedere la situazione dei braccioli dopo 7 mesi dall'acquisto. Ormai la sedia è già da gettare. Vecchia recensione (di cui mi scuso): La sedia è ottima per i miei bisogni e, onestamente, tra quelle a prezzo non alto, è la migliore che ho comprato finora. Arriva con semplici istruzioni, più che sufficienti, e, cosa veramente gradita, con pezzi in più di quanto strettamente necessario. È confortevole, io onestamente pensavo fosse più morbida ma sono preferenze personali e comunque mi trovo molto bene. La cosa che non avevo compreso prima dell'acquisto è che non è reclinabile. In definitiva consiglio l'acquisto a chi cerca una poltrona con i (molti) pregi e i (pochi) difetti che ho elencato, considerando l'ottimo prezzo. ",1
"La sedia è ottima!!! Arrivata nei tempi indicati. Il montaggio non è difficilissimo. Unica pecca, ho trovato un bracciolo difettato ma prontamente il  venditore me ne ha mandato un altro senza altri costi e restituzione! Che dire... 100 e lode!",5
Sono ora seduto sulla poltrona che ho acquistato su amzon si sta benessimo facile da montare veramente comoda e massiccia e speso poco ve la consiglio acquistatela consegna dopo pochi giorni quindi io non ho lamentele.alberto tebaldi,5
"Bella sedia da ufficio, molto comoda e resistente. Per ora non ho riscontrato problemi, passo molte ore seduta davanti al PC e per adesso sono soddisfatta!",5
"Molto comoda, di ottima fattura, ottimi materiali e con l'importantissima sporgenza dell'arcata  lombare. Assolutamente soddisfatto rifarei di nuovo la stessa scelta",5
"Ho acquistato questo articolo in base alle altre recensioni lette e alla fine posso affermare che si tratta di una scelta indovinata. Giusto rapporto qualità / prezzo , facilità di montaggio , rispetta in pieno le caratteristiche presenti nell'offerta di vendita. La sedia è comoda e ben regolabile , appoggio anche la testa (sono alto 182 cm) e si inclina quanto basta. Nell'assemblaggio una vite dello schienale era difettosa ma grazie al 'kit' di scorta (una vite , una rondella e due ruote ...) tutto è andato per il meglio. Merita un giudizio ampiamente positivo e la consiglio.",4
"OTTIMO RAPPORTO QUALITA' PREZZO, SPIACE PERCHE' NE VOLEVO COMPRARE UN' ALTRA MA IL PREZZO ERA SOLITO DI MOLTO",5
"Il prodotto in questione mi ha sorpreso in modo molto positivo. Innanzitutto la sedia è perfetta sotto tutti i punti di vista: ergonomica, economica, di buonissima qualità. Istruzioni per il montaggio impeccabili e in diverse lingue. Tra l'altro ci sono anche dei pezzi aggiuntivi nel caso in cui dovesse perdere una rotella o una vite. L' imballaggio è stato molto accurato. Ogni pezzo prima del montaggio, si trovava nelle apposite bustine ad aria. Ottimo prodotto davvero. ",5
"Ottima poltrona, di grande confortevolezza, comoda e di facile montaggio. Molto bella anche da vedere dietro una scrivania.Meglio non poteva andare.",5
"La sedia da ufficio è arrivata come previsto, semplice e veloce da montare, la uso in ufficio e la trovo comoda.",5
"L'acquisto di questa sedia mi ha soddisfatto in pieno.Montaggio semplice,e in termini di comodità è il massimo.La mia schiena trova subito sollievo quando mi ci siedo.Solo per poco non riesco a poggiare completamente la testa e sono alto 1.80.Diciamo che mi arriva alla nuca. Non mi sono assolutamente pentito e la consiglio a tutti.Soldi ben spesi.Speriamo duri nel tempo. ",5
"Appena ho aperto il pacco ho notato che c'era qualcosa che non andava. Tutti i componenti all'interno della sedia erano incartati in maniera veloce e raffazzonata: buste mezze aperte ( come quella delle rotelle), nastro adesivo attaccato alle parti metalliche della sedia andando a rovinare la parte, e le pluriball di colore diverso per i braccioli. Questo non faceva presagire nulla di buono ed, infatti, una volta aperti i braccioli, uno dei due presentava un'ammaccatura. Ho voluto però montare la sedia. Una volta montata non è andata meglio (vedi foto): la sedia, in particolare, aveva una cucitura storta sullo schienale, zona lombare, inoltre, più IMPORTANTE, a montaggio finito, la sedia era strutturalmente imperfetta in quanto c'era uno spazio maggiore tra lo schienale e la sella nella zona destra. Sulla comodità o meno della sedia non voglio proferire parola in quanto, oltre al fatto che è storta, ho deciso di mandarla indietro e non l'ho provata per molto tempo. Posso dire di essere abbastanza deluso dell'acquisto, fortuna che esiste amazon prime! ",1
Per il suo costo la sedia è veramente fatta bene lega leggera e similpelle ...le imbottiture sono abbastanza rigide nel complesso una sedia ben fatta sicuramente del valore tre volte tanto...l'unico difetto che ho riscontrato per quanto riguarda la mia persona è che la seduta è troppo lunga ed il cuscinetto rialzato sotto le ginocchio bisogna farci l'abitudine. Comunque a questo prezzo non si trova nulla del genere e comunque parliamo di una sedia tedesca...quindi dovrebbe durare a lungo. AGGIORNAMENTO: la ditta mi ha subito contattato per sapere quali fossero i problemi e mi ha offerto uno sconto ulteriore del 15% per questo aggiungo una stella.,4
"Ho acquistato la sedia per il mio studio di casa. Rapporto qualità/prezzo ottimo. Molto funzionale e comoda. Non é un prodotto cinese, ma é prodotta in Germania il che ritengo importante per quello che riguarda l'uso dei materiali di base.",4
"La sedia rispetta tutte le descrizioni, l'ho trovata molto comoda ed è un toccasana per la mia schiena malandata, ottimo prodotto",5
"Ero scettico, perché' convinto che a questo prezzo non potessi aspettarmi nulla di che, ma ho voluto rischiare e devo dire di essere restato veramente soddisfatto, sono sicuro che a  questo prezzo non si trova nulla di simile... Ottimo prodotto, esteticamente molto bella, unisce la bellezza di una sedia Gaming alla comodità' di una poltrona da ufficio.... E' veramente robusta e costruita con materiali di  buona qualità', personalmente la consiglio....",5
"Ottima sedia. Rapporto qualità/prezzo eccezzionale. Usata per due mesi finora ed è molto comoda, ma la base comincia a indurirsi (come succede per molte sedie). Peccato per lo schienale non reclinabile.",5
la sedia si presenta bene ed è molto comoda,5
"La sedia è molto bella, dà una sensazione di robustezza e comodità (Comoda è comoda, speriamo anche robusta), facile da montare, sul corriere SDA.......(Per quello ho tolto almeno 1 stella)",3
Perfetta in ogni sua parte e super comoda.,5
Arrivata nelle tempistiche richieste ottima manifattura la sedia ha un imbottitura da far invidia alle più platinate marche di portone da ufficio ottima come confort ma bella anche come assemblaggio veramente un bel prodotto,5
"buoni i materiali facile l'assemblaggio, buon sostegno lombare,per il momento la pelle sintetica sembra di buon spessore e non tende a sbriciolarsi come la mia sedia precedente.",4
Tutto ok,5
"come da descrizione, imballata con molta cura ed ottimo rapporto qualità/prezzo. consigliatissima",5
Sedia molto comoda e robusta,4
"Per quello che costa, poco, e' una gran sedia. Forse un po' duretta come seduta(nonostante pesi solamente 65kg)ma niente che non si possa risolvere alla buona con un cuscino.",4
Ottimo rapporto qualità prezzo  facile da montare e molto comoda adatta a tutti.consigliato e spedizione veloce in pochi giorni è attivata,5
Molto comoda Sia come seduta che la parte lombare Ne ho acquistate tante sinsedie ufficio tutte scomodissime questa invece per il prezzo è un vero affare,5
Ottimo sia per la qualità che per il prezzo. Metto 4 stelle perché è veramente difficile montare questa sedia da soli anzi quasi impossibile. Credo che sia una delle migliori sedie da ufficio che abbia mai provato,4
"Consegnato prima del previsto. Facile montaggio, materiali buoni, ottima spinta lombare e ottima seduta. Il telaio è robusto e i materiali sono morbidi... speriamo che durino. Consigliata! Unico neo, ma è solo colpa mia, non ha lo schienale reclinabile ",5
"Ricevuta in tempi brevissimi (AMAZON TOP!) Imballo impeccabile! Facilissima da montare, insieme a mio figlio ci abbiamo impiegato circa mezz'ora. I fori per le viti coincidono alla perfezione e in un attimo si assembla. Bella, comoda, elegante, buon materiale, nessun difetto. La scatola contiene ruote e viti di scorta.  Contenta e felicissimo mio figlio che finalmente ha una poltrona ""serie"" sia per studiare che per giocare alla Play Station :-) Articolo super consigliato!",5
"Visto il costo lo considero un ottimo acquisto. Il prodotto è qualitativamente discreto e rispecchia pienamente quanto esposto in descrizione. Lascio 4 stelle e non cinque perché, se mi è permessa una critica che spero sia costruttiva, l'imballo era davvero in pessime condizioni. Non solo il packaging esterno ma anche all'interno tutti gli elementi assicurati con il nastro adesivo marrone in maniera molto approssimativa tanto da farmi dubitare che il prodotto fosse nuovo. I pacchetti all'interno erano oltremodo consunti e pieni di buchi di conseguenza le parti non imballate singolarmente erano piene di polvere. Spero sia un caso isolato ma è bastato passare un panno...",4
"Arrivato come promesso. Facilissima da montare in pochi minuti, solida e comoda",5
QUALITA' PREZZO ECCELLENTE - A PRIMA VISTA E DOPO POCHI GIORNI DI UTILIZZO - SONO CONTENTISSIMO - SPERO CHE CIO' SIA COSTANTE IN FUTURO,5
Ottima comoda,5
"Ottimo acquisto, bellissima sedia",5
"FACILE NEL MONTAGGIO E COMODA NELL'USO. NON CI SONO PARTICOLARI LATI NEGATIVI, MI PARE SOLIDA ED ADATTA ALL'USO INTENSO A CUI LA SOTTOPONGO",4
"Ottima sedia da ufficio, buona fattura e qualità. Ottimo rapporto qualità prezzo. Molto soddisfatto. Un prodotto che consiglio a tutti coloro che hanno necessita di un prodotto analogo, senza spendere una follia.",5
"Molto bella esteticamente, sembra solida e di buoni materiali....come da foto. Ora sarà il tempo a giudicare nella sua durata, comunque vale la spesa!! Impeccabile la spedizione, bravi",5
Ho comprato da circa un mese questa sedia. Sono rimasto contentissimo del rapporto qualità prezzo e fino ad ora non c'è stato alcun problema. La consiglio calorosamente a chi necessita di una sedia per il lavoro o il relax che costi poco e offra il massimo. Detto ciò c'è un unico difetto...il rivestimento si sporca facilmente e la cosa si nota abbastanza.,5
"Bella, comoda, facile da montare. Unico neo … ho il parquet nella stanza dove la uso. Ieri sera montata ed utilizzata. Questa mattina mi sono reso conto che il pavimento è stato inciso profondamente. Non mi ero posto il problema perché la vecchia sedia non mi aveva dato alcun problema del genere. Ora invece la sorpresa. Ho sostituito le rotelle con il tipo della sedia precedente. Dovevo essere piu' accorto e valutare anche questa eventualita'. Forse le rotelle in dotazione sono pensate per pavimentazioni diverse.",4
Va benissimo per quello che è costata,5
"La sedia è comodissima, schienale, braccioli e cuscino veramente morbidi; lo schienale però non va giù, e la modalità dondolo è abbastanza inutile. Capitolo montaggio: ho avuto più difficoltà rispetto a delle altre installazione, nonostante questa sia comunque semplice; inaccettabili le istruzioni tradotte con Google Translate. Dovendo far combaciare tanti buchi e tante viti, al momento dell'avvitamento c'è il rischio di spanarle e soprattutto di rovinare i bordi dei braccioli. Aspettavo tanto questa sedia, e ne rimango comunque soddisfatto; tra i concorrenti di questa fascia di prezzo rimango comunque dell'idea che sia la migliore. Peccato per l'elevata fissità e il montaggio.",3
Unica pecca altezza schienale sono sul 1.80 e risulta corta appoggio le scapole sull appoggia testa:))per il resto è una bomba elegante per casa o ufficio materiali di ottima qualità la consiglio max per 1.70,5
"molto rumorosa ,fatto reclamo all'azienda ,nessuno risponde",2
"Poltrona facile da montare , corredata di tutti gli attrezzi per il montaggio. Comoda e fa il suo dovereè oscillante",5
"è fatto bene, risponde a tutte le mie necessità, è un prodotto che consiglio, consegna perfetta, speriamo duri nel tempo",4
Con la poltrona mi trovo bene spero solo che duri e non si alteri. Anche dal punto di vista estetico la trovo di mio gusto,4
"Ho acquistato questa sedia in offerta a 820 € . Arrivata in perfette condizioni, semplice da montare e senza nessun cattivo odore di plastica. Lavorando al PC avevo bisogno di un buon sostegno lombare/collo e devo dire che è stato un ottimo acquisto! La sedia è resistente, di buon materiale, e l'imbottitura è davvero molto comoda.",5
"Buon prodotto, ben rifinita, comoda e spaziosa. Montaggio facile, presente tutto il necessario.Sostiene bene nella giusta rigidezza. Oscillazione indietro regolabile. Anche l'altezza è corretta e regolabile. Lo schienale sostiene ed è alto il giusto per persone alte sino a 1,80.  Le ruote in plastica dura sono rumorose su pavimento duro in cotto o marmo, potrebbero farle in gomma non rumorose. Comprata su Amazon Warehouse Deals,  in condizione definita usato ""ottimo stato"" lo era veramente, non usata e tutto confezionato dal venditore. Perfetto.",4
"La sedia è perfetta: robusta, comoda, i cuscini sono estremamente morbidi. Molto alta quindi è perfetta per coloro che superano l'1.80. Per me che sono 1.73, mi è bastato abbassare il sedile.",5
"Sedia perfetta, facile da montare. Servizio assistenza impeccabile!",5
Veramente un prodotto ottimo! Seduta comodissima larghissima e abbastanza spugnosa... schienale comodo con leggera inclinazione per supporto lombare... abbastanza alta da poggiare la testa fino a 180cm di altezza.. io sono 1.84 e Poggio la testa ma non in maniera dritta.. leggermente piegata indietro... appoggia sulla nuca quasi… Unica pecca i braccioli sono poco imbottiti..,5
"Oggetto ottimo risultato perfetto in ogni suoi particolare. Struttura solida e ottimamente rifinito, facile da montare. Consigliatissimo per l'ottimo rapporto qualità/prezzo !!!",5
"sedia veramente comoda, ergonomica facile da montare.",5
Ottimo acquisto.  Buon rapporto qualità prezzo. Bella da vedere e da quando ce l'ho riesco a stare in confort piu ore a studiare senza mal di schiena.,5
"bella e facile da montare ad un prezzo ottimo , imbottiture piene e resistente la consiglio anche per chi ha un peso notevole",4
"ha risolto i miei problemi di lavorare in casa come se fossi in ufficio. Seduta ampia, buona l'imbottitura, comodo .lo schienale",4
"Dopo un anno d’acquisto, la sedia è come nuova. Super consigliato... Molto comoda e utile",5
"Sedia comoda e ben imbottita, però pensavo si reclinasse un po’ di più..!",4
Poltrona con schienale troppo basso anche per me che sono 165 cm. Scomoda e senza alcun supporto lombare. Non è ergonomica come diceva la descrizione,1
"Contentissima qualita', prezzo e puntualita'.",5
Fatta bene senz'altro. Credo però che oltre 175 di altezza è meglio scegliere un altro modello perchè le spalle arrivano troppo in alto.,5
"Acquistato per la mia agenzia viaggi. Prodotto di ottima qualità percepita. Da la sensazione di solidità e robustezza. Molto comoda la seduta ma poco adatta a persone di statura piccola. Imballo ineccepibile e contenente tutto il necessario per il montaggio. Istruzioni semplici e chiare, montaggio semplicissimo. Pochi minuti.",5
È perfetta,5
"il prodotto in generale è fatto bene, avrei preferito un freno per le rotelle perchè mentre stai seduto ti muovi in continuazione e alla lunga può risultare scomodo. Materiale sintetico che d'estate può risultare fastidioso, però visto il prezzo mi sento di consigliarla. Inoltre l'azienda è molto seria e sempre disponibile verso il cliente. Modifico la recensione, ho comprato questa sedia da più di un anno, ed è ancora in condizioni perfette, nessun segno di usura o cigolii strani.",4
La sedia è comodissima ed è arrivata in perfette condizioni. Il montaggio è molto semplice in 30 minuti si monta. Eccezionale rapporto qualità-prezzo . consigliata.,5
"Ottimi materiali.precisione dei pezzi da montare e, gradite due ruote in più. il montaggio non ha presentato alcuna difficoltà Consegna precisa ed ottimo imballo!",5
E stato davvero facile da montare in mezz'ora sono riuscito a montarla per bene.dsvvero comoda e con altezza regolabile. Sono molto soddisfatto.,5
"Veramente soddisfatto, prodotto come in descrizione.. Comoda e resistente, facile da montare. Unico problema, nella piasta che collega la sedia al pistone, un foro non combacia a quello già fatto dalla fabbrica, quindi a mio dispiacere ne ho dovuto fare uno nuovo",4
"E' certamente una sedia solida e bella a un costo più che accettabile. Unico piccolo neo: i braccioli, nella zona di giunzione plastica/tessuto si sfilacciano un po' con l'uso.. E' bene guardare bene le dimensioni prima dell'acquisto perchè è piuttosto larga, quindi particolarmente adatta a persone un po' in carne. io peso 70 chili per 1,70 di altezza e mi va un po' larga, ma comunque comoda.",4
Buon prodotto qualità-prezzo,3
Veramente robusta e nulla da invidiare ad'altre sedie più costose.,5
"Materiale arrivato come sempre puntualmente. Sedia da ufficio molto comoda. Ne ho ordinate due una per me e l'altra per mio marito.La prima arrivata tutto a posto, la seconda invece aveva un cattivissimo odore. Col passare dei giorni, per fortuna sta diminuendo, altrimenti sarei stata costretta a restituirla. ",4
"La sedia è carina esteticamente, ma i materiali del rivestimento e soprattutto le spugne interne fanno sudare tantissimo, la comodità non è il massimo, meglio spendere di più. Restituita dopo un'ora di utilizzo... Sconsigliata",1
"Complessivamente un buon prodotto: di buona qualità, comoda ed esteticamente molto gradevole. L'unico difetto è sembra poco solida ma in realtà dopo sei mesi non ha mai dato problemi",4
"Sedia da ufficio molto comoda ed ergonomica, facile montaggio e buona fattura. Unico neo forse sarebbe preferibile una maggior inclinazione all'indietro.",4
La sedia e arrivata in perfetti condizioni . Mio marito ha 120kg e 186cm e li e andata benissimo.E stracontento dice che e comodissima e molto piacevole lavorare seduti su questa sedia.Arrivata un giorno prima.Graiee mille,5
articolo giunto in tempi rapidi e conforme alle aspettative basate sulla descrizione. Facile da montare e molto comoda.Sulla resistenza vedremo nel tempo,5
"Dopo un mese di utilizzo posso dire che la sedia è veramente fenomenale! Qualità del materiale e design senza alcuna pecca, venditore super disponibile e gentile, consigliato!!",5
"Il prodotto ha soddisfatto le mie aspettative , comoda e funzionale , proprio quello che cercavo , credo che la consiglierò agli amici .",5
